Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Living_Arrangement,Monthly_Budget_ETB,Attendance_Rate_Percent,Stress_Level,GPA
957,9.2,6.3,4.5,2.1,1.9,With Family,6435.0,19.9,Low,3.96
958,2.9,9.7,2.0,9.2,0.2,Dormitory,2204.0,20.0,High,2.43
959,5.8,7.0,6.4,2.0,2.8,Dormitory,9378.0,25.7,Low,3.38
960,7.4,8.1,2.2,3.4,2.9,Dormitory,3625.0,91.9,Low,3.67
961,5.8,8.7,6.4,2.1,1.0,Dormitory,1522.0,15.3,Moderate,2.28
962,3.2,8.2,0.8,9.8,2.0,With Family,7639.0,76.1,Moderate,3.9
963,4.4,5.3,3.2,10.9,0.2,With Family,8560.0,7.3,High,3.03
964,5.3,5.9,5.4,4.1,3.3,Dormitory,5080.0,12.2,Low,2.73
965,4.1,4.0,6.3,8.4,1.2,With Family,8561.0,25.0,Low,3.14
966,9.7,3.4,3.3,4.6,3.0,Dormitory,5230.0,96.0,High,3.7
967,11.4,5.2,5.4,1.9,0.1,With Family,5616.0,75.1,Moderate,3.73
968,8.6,8.6,2.2,4.0,0.6,With Family,9166.0,4.0,High,3.49
969,4.3,4.6,0.1,12.0,3.0,With Family,2064.0,84.2,High,3.04
970,9.5,4.9,5.1,2.0,2.5,With Family,8240.0,71.3,Moderate,3.96
971,1.3,7.1,6.5,8.2,0.9,With Family,9522.0,77.8,Low,3.73
972,6.6,8.4,4.5,2.0,2.5,Dormitory,6607.0,9.3,Low,3.1
973,5.2,3.3,2.9,9.9,2.7,With Family,3245.0,70.9,Moderate,2.98
974,10.7,6.9,3.4,2.0,1.0,With Family,7853.0,20.5,Moderate,3.93
975,10.4,6.0,5.2,2.0,0.4,Dormitory,9230.0,9.5,Low,3.26
976,8.5,4.8,6.5,2.0,2.2,Dormitory,8947.0,74.2,Low,3.92
977,9.8,6.1,4.7,2.0,1.4,Dormitory,4764.0,96.8,High,3.63
978,7.9,5.5,5.4,2.0,3.2,With Family,1531.0,79.8,Moderate,3.58
979,4.0,9.0,6.3,2.9,1.8,Dormitory,1635.0,52.9,High,2.34
980,8.7,6.6,5.5,2.0,1.2,Dormitory,9802.0,12.6,Moderate,3.56
981,9.0,7.5,2.2,2.4,2.9,With Family,7355.0,94.3,High,4.0
982,2.3,5.1,7.4,5.7,3.5,With Family,2181.0,40.8,High,2.46
983,7.3,8.3,4.6,2.0,1.8,With Family,3769.0,41.3,Moderate,3.16
984,5.3,7.5,1.5,9.7,0.0,Dormitory,4643.0,97.3,Low,3.41
985,6.9,8.3,1.1,6.3,1.4,With Family,9612.0,73.6,Moderate,4.0
986,3.0,6.8,7.1,4.6,2.5,Dormitory,8063.0,2.8,Moderate,2.67
987,2.2,10.0,5.8,4.6,1.4,With Family,3935.0,32.0,High,2.8
988,6.4,9.0,4.5,1.7,2.4,Dormitory,3735.0,97.3,High,3.18
989,2.2,8.4,5.2,7.3,0.9,With Family,6786.0,93.6,High,3.42
990,3.4,9.3,3.4,5.5,2.4,With Family,2245.0,37.6,Moderate,2.88
991,12.2,5.8,1.1,1.2,3.7,With Family,4625.0,87.8,High,3.96
992,3.5,7.5,5.8,7.2,0.0,Dormitory,8436.0,49.7,Low,3.03
993,1.3,9.8,7.9,1.8,3.2,Dormitory,9228.0,90.8,Low,3.66
994,3.8,9.0,5.7,2.8,2.7,With Family,5451.0,61.7,Low,3.59
995,11.2,2.8,4.6,1.9,3.5,With Family,3452.0,87.0,High,3.73
996,13.6,3.3,3.0,1.2,2.9,Dormitory,6424.0,86.2,High,4.0
997,7.0,6.6,0.9,8.5,1.0,With Family,9173.0,12.8,High,3.31
998,7.1,4.2,3.4,8.9,0.4,Dormitory,2657.0,52.8,Low,2.66
999,10.0,5.5,3.9,2.7,1.9,With Family,3744.0,83.6,Moderate,3.61
1000,8.6,6.8,4.0,2.0,2.6,Dormitory,7829.0,45.4,Low,4.0
1001,2.5,6.4,3.7,7.7,3.7,With Family,2318.0,25.8,High,2.49
1002,4.0,8.9,3.9,6.2,1.0,Dormitory,6549.0,99.7,High,3.51
1003,8.6,4.5,0.4,9.7,0.8,Dormitory,9769.0,74.0,Moderate,3.71
1004,7.9,8.5,5.5,2.0,0.1,Dormitory,2741.0,75.8,Low,3.51
1005,2.2,8.0,7.8,2.6,3.4,Dormitory,1949.0,54.3,Moderate,2.26
1006,10.9,3.0,7.5,2.5,0.1,With Family,8196.0,30.3,Moderate,3.23
1007,1.3,4.0,3.9,10.8,4.0,With Family,3511.0,11.9,Low,2.55
1008,4.9,5.5,1.5,9.0,3.1,Dormitory,2506.0,41.2,High,2.69
1009,2.7,4.3,0.8,13.3,2.9,Dormitory,6918.0,91.8,Low,3.68
1010,1.2,4.2,2.6,14.3,1.7,Dormitory,3281.0,34.4,Moderate,2.31
1011,12.5,3.6,2.3,1.6,4.0,With Family,7576.0,5.5,Low,3.77
1012,4.1,7.4,2.6,9.8,0.1,Dormitory,6797.0,61.3,Moderate,3.06
1013,7.7,4.1,7.5,2.7,2.0,Dormitory,2607.0,41.6,Moderate,2.4
1014,6.4,8.8,0.2,8.1,0.5,With Family,8114.0,20.1,Moderate,3.5
1015,7.8,7.0,4.4,2.1,2.7,With Family,5895.0,81.2,Low,4.0
1016,9.6,4.4,0.1,6.2,3.7,With Family,2310.0,21.7,High,3.02
1017,10.7,5.5,2.4,2.2,3.2,With Family,5033.0,46.6,High,3.76
1018,9.8,4.4,5.5,3.0,1.3,Dormitory,4031.0,56.9,High,2.86
1019,9.4,5.0,1.7,7.1,0.8,Dormitory,4271.0,51.7,Low,3.47
1020,2.0,7.1,4.9,10.0,0.0,Dormitory,8562.0,8.8,Moderate,2.66
1021,3.3,3.9,2.8,13.2,0.8,With Family,1725.0,60.1,High,2.57
1022,3.5,7.4,5.2,7.1,0.8,With Family,7725.0,85.4,Moderate,3.34
1023,6.1,9.1,3.4,4.2,1.2,Dormitory,8474.0,1.5,Low,3.27
1024,5.3,6.6,4.2,6.6,1.3,With Family,3796.0,23.7,High,2.56
1025,1.7,3.8,5.6,11.9,1.0,Dormitory,5449.0,19.3,Low,2.44
1026,4.6,6.8,1.2,11.3,0.1,With Family,8508.0,81.5,Low,3.83
1027,8.5,5.6,3.8,3.9,2.2,Dormitory,2546.0,98.0,High,3.05
1028,8.3,6.4,4.5,2.1,2.7,With Family,6193.0,83.9,Low,4.0
1029,10.9,5.0,5.0,1.9,1.2,With Family,2391.0,61.4,High,3.41
1030,1.7,8.3,4.8,7.4,1.8,Dormitory,4470.0,30.1,Low,2.63
1031,4.0,6.6,2.2,10.9,0.3,Dormitory,6047.0,69.7,High,2.76
1032,4.5,9.1,7.5,2.0,0.9,With Family,5528.0,33.6,High,2.97
1033,11.3,6.7,4.0,1.2,0.8,With Family,7270.0,14.9,High,3.46
1034,11.1,4.2,4.8,2.4,1.5,With Family,4265.0,45.3,Moderate,3.31
1035,12.7,5.9,3.0,1.9,0.5,Dormitory,3018.0,83.7,High,3.5
1036,8.2,5.0,7.6,1.5,1.7,With Family,2565.0,7.4,Moderate,2.47
1037,7.3,7.4,2.4,6.3,0.6,With Family,6346.0,91.5,Low,4.0
1038,6.9,6.4,6.9,3.0,0.8,Dormitory,6427.0,75.3,Moderate,3.22
1039,6.9,8.8,3.5,2.0,2.8,Dormitory,8114.0,50.0,High,3.53
1040,3.2,6.1,7.9,6.0,0.8,With Family,2674.0,42.3,Low,2.48
1041,3.7,5.3,1.5,12.7,0.8,With Family,3374.0,46.9,Moderate,2.95
1042,3.2,4.4,7.7,5.7,3.0,Dormitory,8299.0,6.5,High,2.42
1043,11.0,8.1,1.3,1.9,1.7,Dormitory,9375.0,69.7,Moderate,4.0
1044,9.2,4.4,2.2,5.0,3.2,Dormitory,7075.0,50.2,High,3.5
1045,9.1,4.5,5.9,2.0,2.5,With Family,2645.0,72.7,Moderate,3.36
1046,8.6,7.3,4.8,1.9,1.4,With Family,5047.0,73.2,Moderate,3.94
1047,8.8,8.2,2.9,2.0,2.1,With Family,9302.0,12.1,Low,4.0
1048,10.1,7.0,3.8,2.0,1.1,Dormitory,7970.0,24.1,Low,3.95
1049,7.6,5.9,7.9,2.5,0.1,With Family,9613.0,28.8,Moderate,3.24
1050,3.6,4.2,4.4,9.3,2.5,With Family,4289.0,91.9,Moderate,3.42
1051,9.0,4.9,4.3,5.4,0.4,Dormitory,3196.0,55.5,Low,2.91
1052,9.5,7.5,3.0,1.2,2.8,Dormitory,3573.0,9.3,High,2.73
1053,5.8,3.7,3.8,7.9,2.8,With Family,1606.0,39.3,Low,2.78
1054,9.9,4.7,4.2,1.9,3.3,Dormitory,3277.0,54.3,Moderate,3.48
1055,6.7,5.3,4.7,6.5,0.8,Dormitory,3675.0,3.9,Moderate,2.52
1056,8.7,8.1,4.0,2.5,0.7,With Family,7609.0,40.0,Moderate,3.83
1057,2.7,3.8,6.5,7.3,3.7,Dormitory,9023.0,68.1,High,3.17
1058,5.0,6.3,5.2,5.9,1.6,With Family,4930.0,27.1,High,2.76
1059,8.6,7.0,5.5,2.0,0.9,Dormitory,7402.0,82.7,Moderate,3.83
1060,5.3,4.6,7.2,3.8,3.1,Dormitory,8160.0,21.6,High,2.46
1061,3.0,7.0,7.4,5.7,0.9,Dormitory,4701.0,20.3,Moderate,2.19
1062,12.0,3.2,5.2,2.0,1.6,Dormitory,8662.0,26.9,Low,3.69
1063,9.9,5.4,5.0,2.0,1.7,Dormitory,8669.0,74.1,Moderate,3.89
1064,5.7,7.3,7.1,1.7,2.2,Dormitory,6784.0,13.2,Low,2.97
1065,4.0,7.5,1.8,8.8,1.9,Dormitory,4410.0,95.0,High,3.21
1066,6.9,7.4,4.8,2.0,2.9,With Family,5970.0,70.4,Low,3.87
1067,7.0,6.6,1.8,5.4,3.2,With Family,8951.0,63.1,Low,4.0
1068,1.3,3.6,4.9,13.9,0.3,Dormitory,4721.0,17.4,High,1.7
1069,9.3,5.6,4.8,2.0,2.3,Dormitory,6623.0,32.2,Moderate,3.61
1070,5.4,5.6,6.9,2.5,3.6,Dormitory,2444.0,21.2,Moderate,2.44
1071,10.1,7.5,1.8,2.0,2.6,Dormitory,8979.0,49.2,Moderate,4.0
1072,10.5,3.2,6.1,2.1,2.1,Dormitory,8201.0,25.9,High,3.17
1073,10.7,4.2,5.6,2.0,1.5,With Family,7664.0,4.9,Moderate,3.67
1074,7.6,8.3,4.4,2.0,1.7,With Family,7264.0,35.9,Moderate,3.47
1075,8.5,9.3,3.2,1.9,1.1,With Family,3264.0,17.9,High,3.25
1076,10.0,3.7,4.7,3.9,1.7,With Family,3222.0,91.1,Low,3.51
1077,1.9,8.0,1.3,9.7,3.1,With Family,8119.0,20.9,Moderate,3.56
1078,5.6,7.4,6.4,2.0,2.6,With Family,4578.0,93.8,Low,3.8
1079,7.9,8.0,0.3,4.6,3.2,Dormitory,7858.0,17.3,Moderate,3.72
1080,5.6,6.4,5.2,6.7,0.1,Dormitory,8573.0,13.8,Moderate,2.92
1081,10.8,5.7,2.7,2.0,2.8,With Family,8923.0,25.8,High,3.96
1082,13.1,5.7,0.9,4.1,0.2,With Family,7236.0,3.2,Moderate,3.56
1083,9.5,3.4,6.7,2.8,1.6,Dormitory,3633.0,27.9,High,2.48
1084,5.8,5.8,1.5,7.2,3.7,Dormitory,2307.0,49.9,Moderate,3.18
1085,2.5,7.2,0.0,10.7,3.6,Dormitory,7354.0,96.7,High,3.56
1086,11.4,3.1,5.2,1.9,2.4,Dormitory,3018.0,55.7,Moderate,3.29
1087,5.8,4.1,5.4,6.6,2.1,With Family,2200.0,19.7,Moderate,2.37
1088,13.8,3.3,0.2,4.5,2.2,Dormitory,4212.0,7.9,High,3.31
1089,11.0,8.7,2.3,1.9,0.1,With Family,5965.0,98.6,High,4.0
1090,2.7,6.1,5.6,9.5,0.1,With Family,7035.0,17.3,High,2.71
1091,2.4,6.9,3.0,11.0,0.7,With Family,2700.0,63.3,High,2.59
1092,7.7,8.3,3.9,3.5,0.6,With Family,8968.0,4.3,Low,3.5
1093,4.4,8.2,1.6,7.5,2.3,Dormitory,2502.0,85.7,High,2.89
1094,7.0,9.5,3.0,3.0,1.5,With Family,7853.0,51.5,High,3.64
1095,10.3,8.2,2.9,2.0,0.6,With Family,6660.0,40.5,Moderate,4.0
1096,10.8,3.9,4.6,2.1,2.6,With Family,2717.0,55.0,Low,3.72
1097,11.0,5.7,2.4,2.1,2.8,Dormitory,9215.0,96.7,High,4.0
1098,9.7,3.9,5.8,2.1,2.5,Dormitory,7813.0,54.6,Moderate,3.54
1099,1.4,8.5,6.0,7.6,0.5,Dormitory,4741.0,6.8,High,1.95
1100,4.8,5.1,3.2,7.1,3.8,Dormitory,8714.0,14.4,High,2.97
1101,3.8,8.1,1.3,8.7,2.1,Dormitory,4964.0,84.7,High,3.2
1102,1.2,7.7,3.3,9.2,2.6,Dormitory,3872.0,93.0,High,2.76
1103,3.7,5.3,2.4,10.0,2.6,With Family,5216.0,49.6,Low,3.33
1104,2.3,5.1,6.6,7.9,2.1,Dormitory,4834.0,79.7,Low,2.91
1105,3.5,6.1,2.6,9.6,2.2,Dormitory,5140.0,94.9,Moderate,3.35
1106,2.6,5.2,1.5,12.7,2.0,With Family,4691.0,90.2,Moderate,3.36
1107,9.9,5.4,5.3,1.9,1.5,With Family,5267.0,93.9,High,3.94
1108,12.6,4.0,0.7,2.9,3.8,Dormitory,8907.0,73.6,Moderate,4.0
1109,7.0,7.5,1.8,7.4,0.3,Dormitory,3886.0,53.2,High,2.98
1110,8.1,4.8,6.1,2.0,3.0,With Family,8913.0,48.0,High,3.54
1111,5.0,9.1,6.1,2.4,1.4,Dormitory,6406.0,86.1,Moderate,3.39
1112,4.3,4.8,0.8,10.2,3.9,Dormitory,5160.0,42.1,Moderate,3.02
1113,6.5,7.3,7.1,2.0,1.1,With Family,3923.0,99.1,High,3.22
1114,10.3,7.4,2.7,2.1,1.5,Dormitory,7421.0,88.6,Low,4.0
1115,7.2,6.1,5.7,2.1,2.9,Dormitory,5170.0,91.8,High,3.32
1116,7.5,6.1,2.3,5.8,2.3,Dormitory,5787.0,68.5,High,3.22
1117,2.1,4.1,1.4,14.4,2.0,Dormitory,7587.0,61.1,Low,3.05
1118,5.4,9.5,5.5,1.8,1.8,With Family,2454.0,62.2,Low,3.18
1119,9.4,3.1,0.4,7.7,3.4,With Family,4554.0,68.3,Moderate,3.63
1120,4.2,6.2,0.9,11.6,1.1,With Family,9874.0,22.8,Low,3.61
1121,5.8,9.9,4.2,2.7,1.4,Dormitory,5364.0,85.7,Moderate,3.45
1122,9.0,7.4,3.6,2.0,2.0,Dormitory,1869.0,16.4,Moderate,2.89
1123,2.8,9.8,4.7,3.5,3.2,Dormitory,3616.0,50.4,Low,3.16
1124,12.5,9.1,0.3,2.0,0.1,Dormitory,3624.0,71.0,Moderate,3.75
1125,7.3,3.6,3.8,5.8,3.5,Dormitory,6650.0,9.6,Moderate,2.88
1126,7.7,7.9,3.2,3.8,1.4,With Family,4785.0,10.1,Low,3.39
1127,9.5,7.8,4.0,2.0,0.7,Dormitory,3439.0,64.5,High,3.26
1128,6.3,4.6,5.5,7.4,0.2,With Family,8610.0,56.3,High,3.22
1129,2.4,8.8,0.2,11.2,1.4,With Family,8070.0,18.1,Low,3.45
1130,8.1,8.1,3.6,2.1,2.1,Dormitory,2772.0,73.4,Moderate,3.4
1131,10.5,3.5,3.5,4.9,1.6,With Family,3728.0,99.5,High,3.74
1132,1.2,7.2,4.3,8.2,3.1,With Family,7349.0,95.6,Low,3.71
1133,11.0,5.5,1.9,2.2,3.4,Dormitory,4591.0,79.8,High,3.72
1134,13.1,3.4,6.4,1.0,0.1,With Family,7624.0,59.2,Low,4.0
1135,11.0,8.9,0.6,1.8,1.7,With Family,8285.0,13.0,High,3.95
1136,8.6,6.9,4.3,2.1,2.1,Dormitory,5847.0,53.7,Low,3.34
1137,2.9,5.6,6.6,8.3,0.6,With Family,5278.0,18.8,High,2.43
1138,2.9,9.3,1.7,9.3,0.8,Dormitory,3025.0,90.8,Low,3.28
1139,11.9,6.0,2.8,2.0,1.3,Dormitory,4066.0,49.8,Moderate,3.55
1140,9.2,4.5,1.3,6.9,2.1,Dormitory,4689.0,74.5,High,3.17
1141,11.3,7.3,0.4,4.4,0.6,With Family,1873.0,64.2,Moderate,3.76
1142,4.5,8.2,6.8,3.3,1.2,Dormitory,4747.0,27.6,High,2.33
1143,3.0,7.5,3.5,8.4,1.6,Dormitory,3890.0,20.4,Moderate,2.56
1144,10.1,6.6,4.0,2.1,1.2,Dormitory,6537.0,27.5,Moderate,3.53
1145,8.6,8.1,5.2,2.0,0.1,With Family,6626.0,47.3,High,3.37
1146,10.8,8.2,1.1,2.0,1.9,Dormitory,5914.0,32.7,Moderate,3.98
1147,6.2,8.8,4.6,2.8,1.6,Dormitory,6305.0,61.8,Low,3.29
1148,3.2,7.3,4.0,9.0,0.5,With Family,6564.0,26.1,Low,3.02
1149,9.0,6.5,3.5,1.9,3.1,Dormitory,9453.0,92.9,High,4.0
1150,4.7,4.8,2.8,10.2,1.5,Dormitory,5697.0,53.2,Moderate,2.87
1151,2.7,9.0,1.7,8.9,1.7,Dormitory,9126.0,2.4,Moderate,2.9
1152,4.4,8.5,2.4,5.1,3.6,Dormitory,7403.0,55.5,High,3.45
1153,10.6,4.7,6.3,1.8,0.6,Dormitory,9332.0,42.0,Low,3.34
1154,9.4,5.8,4.1,1.6,3.1,Dormitory,6028.0,40.3,High,3.29
1155,10.0,5.7,1.8,2.8,3.7,Dormitory,5940.0,95.1,Low,4.0
1156,3.1,3.5,0.3,15.0,2.1,With Family,5759.0,48.8,Moderate,3.0
1157,9.8,5.8,3.2,1.9,3.3,Dormitory,3686.0,38.4,Low,3.7
1158,11.9,5.6,2.0,2.0,2.5,Dormitory,7235.0,95.4,High,4.0
1159,8.0,3.3,4.4,7.7,0.6,With Family,1704.0,88.3,Low,3.15
1160,1.8,3.9,3.6,14.4,0.3,Dormitory,9515.0,33.5,High,2.65
1161,6.5,5.7,6.5,2.0,3.3,With Family,3179.0,59.0,Low,3.54
1162,2.1,3.1,3.8,13.4,1.6,Dormitory,7447.0,0.1,High,2.23
1163,3.3,4.4,3.5,10.8,2.0,With Family,9343.0,22.4,Low,3.2
1164,3.1,4.6,5.2,8.5,2.6,With Family,3953.0,11.3,Low,2.45
1165,12.7,4.7,1.7,1.8,3.1,With Family,6511.0,53.1,Low,4.0
1166,7.8,7.8,1.7,5.4,1.3,Dormitory,3231.0,71.2,Low,3.33
1167,11.3,5.0,0.0,4.1,3.6,With Family,8016.0,59.8,Low,4.0
1168,3.0,6.5,3.1,7.6,3.8,With Family,6325.0,37.7,Low,3.5
1169,10.4,5.0,5.4,1.9,1.3,With Family,8447.0,11.6,Moderate,3.55
1170,9.3,7.0,5.4,2.1,0.2,With Family,8356.0,32.0,Low,3.93
1171,6.1,8.4,4.9,2.0,2.6,With Family,9111.0,57.8,Moderate,4.0
1172,10.3,5.6,2.4,2.7,3.0,With Family,1623.0,18.0,High,3.02
1173,1.2,6.6,4.2,11.4,0.6,Dormitory,7841.0,48.5,Moderate,2.86
1174,1.3,3.3,3.4,13.6,2.4,With Family,3081.0,14.3,High,2.17
1175,9.5,6.9,3.3,2.1,2.2,With Family,2187.0,45.7,Low,3.58
1176,11.9,6.9,1.3,1.9,2.0,Dormitory,9100.0,69.2,Low,4.0
1177,6.8,8.7,5.2,2.0,1.3,With Family,6855.0,50.9,High,3.38
1178,5.0,3.0,7.0,5.3,3.7,Dormitory,3223.0,73.5,Moderate,2.64
1179,7.5,9.8,0.6,3.7,2.4,Dormitory,3146.0,90.6,High,3.35
1180,2.7,6.6,4.5,7.3,2.9,Dormitory,5795.0,88.0,Moderate,3.01
1181,8.6,8.0,0.6,4.1,2.7,Dormitory,7672.0,27.1,High,3.38
1182,4.8,7.6,4.3,6.1,1.2,With Family,8820.0,24.2,Low,3.5
1183,9.7,5.8,7.1,1.0,0.4,Dormitory,8707.0,56.1,Low,3.45
1184,5.0,8.3,3.5,5.8,1.4,With Family,6983.0,38.8,High,3.09
1185,3.9,7.7,6.8,3.9,1.7,With Family,9159.0,35.2,High,3.23
1186,2.4,8.9,2.5,8.9,1.3,Dormitory,7512.0,69.5,High,3.15
1187,5.0,6.8,7.7,3.7,0.8,Dormitory,3002.0,80.7,Low,2.73
1188,5.5,6.7,1.4,8.3,2.1,Dormitory,2210.0,88.0,High,3.22
1189,9.3,7.2,3.4,3.5,0.6,With Family,5170.0,99.1,High,3.86
1190,8.5,3.7,1.1,8.0,2.7,Dormitory,6579.0,68.5,Moderate,3.55
1191,5.3,8.5,1.3,5.1,3.8,With Family,3432.0,74.7,Moderate,3.7
1192,12.3,6.0,3.3,1.9,0.5,With Family,3104.0,96.7,Moderate,3.85
1193,6.4,4.3,0.9,11.1,1.3,With Family,5380.0,79.3,High,3.37
1194,7.6,6.6,5.6,1.9,2.3,With Family,8016.0,11.0,High,3.48
1195,1.8,3.6,0.9,17.0,0.7,Dormitory,6930.0,16.0,Moderate,2.49
1196,8.6,9.1,2.9,1.9,1.5,With Family,6469.0,58.5,High,3.76
1197,3.7,5.1,7.5,6.9,0.8,With Family,8566.0,57.0,High,3.07
1198,12.7,3.1,2.6,2.0,3.6,Dormitory,7812.0,34.9,High,3.56
1199,10.4,5.9,3.5,2.0,2.2,Dormitory,6972.0,39.2,Low,3.56
1200,2.6,6.2,6.1,7.4,1.7,Dormitory,8878.0,66.0,Low,3.34
1201,4.4,9.4,6.2,2.3,1.7,With Family,3359.0,62.4,Low,3.38
1202,2.1,4.5,0.0,14.1,3.3,Dormitory,9861.0,26.7,Low,3.47
1203,9.4,7.6,5.3,1.0,0.7,With Family,7716.0,22.2,Low,3.6
1204,9.2,6.5,3.8,1.9,2.6,With Family,4450.0,5.9,High,3.61
1205,8.2,4.9,1.9,5.3,3.7,Dormitory,8674.0,25.0,Low,3.67
1206,11.4,3.0,6.6,2.0,1.0,Dormitory,6015.0,41.5,Low,3.33
1207,8.7,7.0,5.5,1.9,0.9,With Family,8338.0,57.4,Low,3.9
1208,8.7,5.7,1.0,8.4,0.2,Dormitory,4806.0,56.4,Low,3.31
1209,10.7,7.6,1.8,3.5,0.4,Dormitory,2846.0,87.5,High,3.22
1210,2.5,8.2,0.6,10.7,2.0,Dormitory,7047.0,77.9,High,3.21
1211,5.7,4.7,3.2,7.6,2.8,With Family,3051.0,31.4,Low,2.98
1212,4.2,5.8,7.4,5.2,1.4,With Family,6828.0,19.0,High,2.78
1213,4.4,5.4,5.7,7.4,1.1,Dormitory,8985.0,11.7,High,2.42
1214,10.8,4.1,5.0,2.8,1.3,Dormitory,2191.0,47.5,Low,2.96
1215,6.1,7.6,6.1,2.0,2.2,With Family,4038.0,7.7,Moderate,2.91
1216,7.2,8.6,5.2,2.0,1.0,With Family,3932.0,10.9,High,2.65
1217,7.4,5.6,5.8,5.1,0.1,With Family,4298.0,64.2,Low,3.46
1218,3.7,8.9,4.7,4.2,2.5,With Family,8869.0,95.7,Low,3.97
1219,5.4,4.2,4.0,6.7,3.7,Dormitory,7697.0,64.5,Low,3.63
1220,8.7,6.2,1.1,7.2,0.8,Dormitory,6861.0,98.7,High,3.62
1221,6.6,5.8,7.8,3.3,0.5,Dormitory,7614.0,71.8,Low,3.1
1222,3.9,4.6,7.4,4.4,3.7,Dormitory,6630.0,0.1,High,2.35
1223,7.8,7.4,0.6,7.9,0.3,With Family,3409.0,28.1,Moderate,3.32
1224,11.2,6.3,3.7,2.0,0.8,With Family,3119.0,54.8,Low,3.72
1225,8.7,7.1,4.1,2.0,2.1,With Family,5325.0,91.4,Moderate,4.0
1226,3.1,6.9,6.9,4.5,2.6,With Family,2838.0,94.6,High,2.79
1227,2.5,5.5,6.7,6.7,2.6,Dormitory,8511.0,1.1,High,2.21
1228,10.1,4.2,2.4,5.3,2.0,With Family,5176.0,69.6,Moderate,3.74
1229,3.6,3.2,1.0,12.9,3.3,With Family,2667.0,60.8,Moderate,3.16
1230,11.7,4.4,1.3,5.2,1.4,Dormitory,9349.0,94.1,High,4.0
1231,2.3,8.9,2.5,7.4,2.9,Dormitory,7875.0,53.7,Low,3.67
1232,7.4,5.0,4.7,3.3,3.6,With Family,2737.0,90.0,High,3.4
1233,10.5,4.9,2.2,3.6,2.8,Dormitory,8872.0,76.2,High,3.79
1234,6.2,6.8,3.5,5.1,2.4,Dormitory,4269.0,76.9,Moderate,3.22
1235,1.3,6.8,6.4,9.2,0.3,With Family,4182.0,71.9,Moderate,2.67
1236,10.3,3.3,5.9,1.9,2.6,Dormitory,7087.0,28.2,Low,3.36
1237,5.8,4.3,6.3,6.1,1.5,With Family,4040.0,62.9,High,2.98
1238,3.4,7.7,3.7,6.0,3.2,With Family,6000.0,34.9,Moderate,3.17
1239,2.3,5.9,6.7,5.9,3.2,With Family,4831.0,94.7,Moderate,3.24
1240,8.8,5.4,1.7,4.8,3.3,Dormitory,9688.0,66.5,Low,4.0
1241,3.5,9.9,2.7,4.0,3.9,With Family,4040.0,27.0,High,3.21
1242,5.0,4.5,5.7,5.8,3.0,Dormitory,4351.0,79.3,High,2.93
1243,10.3,5.2,3.6,2.0,2.9,Dormitory,3417.0,27.2,Low,3.5
1244,5.1,8.6,4.7,2.1,3.5,Dormitory,2045.0,78.3,Low,3.29
1245,10.8,3.3,4.6,2.0,3.3,Dormitory,7060.0,78.5,High,3.72
1246,3.7,6.0,3.9,9.7,0.7,With Family,6918.0,40.5,Low,3.11
1247,1.2,5.3,7.8,9.1,0.6,Dormitory,4746.0,86.3,High,2.5
1248,3.1,4.8,7.0,8.5,0.6,With Family,6359.0,57.7,Low,2.94
1249,11.1,7.3,3.4,2.0,0.2,Dormitory,4878.0,82.3,Moderate,4.0
1250,9.3,9.0,2.0,2.0,1.7,Dormitory,6269.0,18.7,Moderate,3.4
1251,8.4,6.2,1.3,7.6,0.5,With Family,3815.0,17.4,Moderate,3.1
1252,10.5,6.8,1.9,2.0,2.8,With Family,9512.0,35.7,Low,4.0
1253,2.6,3.0,3.3,13.7,1.4,With Family,2358.0,58.3,Moderate,2.45
1254,6.5,7.5,5.1,2.0,2.9,With Family,3395.0,73.1,High,3.31
1255,8.5,4.8,5.5,2.1,3.1,With Family,9048.0,47.9,High,3.92
1256,7.4,7.0,5.3,2.0,2.3,With Family,4408.0,95.6,Low,4.0
1257,3.3,9.4,1.9,5.7,3.7,With Family,5644.0,40.4,High,3.24
1258,5.4,7.9,3.4,6.9,0.4,Dormitory,9064.0,36.6,High,3.01
1259,1.8,7.6,6.6,5.8,2.2,Dormitory,2362.0,6.0,Moderate,2.01
1260,5.0,3.4,6.8,6.9,1.9,Dormitory,6614.0,82.0,High,2.91
1261,1.4,9.8,5.6,4.1,3.1,With Family,3853.0,27.7,Moderate,2.8
1262,4.0,4.3,0.4,12.9,2.4,With Family,7118.0,32.3,Low,3.48
1263,7.1,3.7,1.4,8.0,3.8,With Family,7898.0,20.7,Low,3.58
1264,4.3,7.7,3.9,4.4,3.7,With Family,2337.0,70.4,High,3.18
1265,10.8,7.7,1.2,2.7,1.6,Dormitory,3306.0,91.3,Low,3.85
1266,7.0,5.1,4.7,4.4,2.8,With Family,8000.0,99.5,Low,4.0
1267,9.2,4.7,7.5,2.4,0.2,Dormitory,9825.0,71.8,High,3.18
1268,6.7,3.6,0.8,12.1,0.8,With Family,1508.0,86.1,Moderate,3.31
1269,3.4,5.4,3.2,10.9,1.1,With Family,4969.0,15.0,High,2.62
1270,9.7,6.0,4.0,1.9,2.4,With Family,3087.0,3.1,Low,3.34
